Region,Sales,Profit,Date,Units Sold,Product Category
Rajasthan,2785.6,742.64,26-04-2023,32,Books
Gujarat,3713.63,121.45,20-09-2023,32,Furniture
Haryana,4482.06,1384.06,28-09-2023,46,Clothing
Haryana,9512.13,345.69,28-06-2023,74,Electronics
Kerala,8182.62,1877.63,23-08-2023,37,Furniture
Gujarat,6022.44,564.41,06-11-2023,80,Books
Maharashtra,7932.84,724.5,05-10-2023,110,Books
Gujarat,5126.22,1682.01,28-12-2023,32,Clothing
Gujarat,7702.16,55.56,20-11-2023,90,Clothing
Rajasthan,4036.58,1757.27,16-03-2023,74,Clothing
Punjab,4467.92,454.9,01-10-2023,70,Electronics
Maharashtra,1358.49,1013.44,23-03-2023,26,Books
Karnataka,8045.42,1475.39,20-08-2023,41,Furniture
Rajasthan,8146.58,1035.96,22-04-2023,83,Electronics
Gujarat,6263.96,237.03,05-04-2023,27,Furniture
Gujarat,7192.31,233.54,11-05-2023,23,Clothing
Maharashtra,5344.96,126.99,07-01-2023,64,Clothing
Kerala,5165.75,1514.86,03-05-2023,36,Electronics
Rajasthan,3065.8,1754.81,12-03-2023,125,Books
Karnataka,4642.01,621.71,29-07-2023,99,Books
Gujarat,9061.7,1703.65,20-03-2023,139,Clothing
Haryana,4798.21,1419.47,09-12-2023,36,Books
Gujarat,8207.96,1391.1,27-01-2023,132,Electronics
Punjab,3318,1869.8,04-01-2023,10,Clothing
Kerala,1330.13,817.76,09-07-2023,63,Furniture
Karnataka,917.3,348.39,04-05-2023,124,Electronics
Rajasthan,793.51,580.04,26-11-2023,138,Electronics
Kerala,3402.78,823.76,24-09-2023,115,Electronics
Gujarat,6568.6,539.93,07-12-2023,50,Furniture
Rajasthan,1699.8,1506.99,12-10-2023,126,Books
Rajasthan,2913.92,1334.01,17-03-2023,121,Furniture
Rajasthan,648.61,1052.14,23-06-2023,67,Books
Karnataka,1821.21,208.42,02-09-2023,44,Books
Haryana,7909.09,884.57,25-02-2023,111,Books
Gujarat,5232.48,1907.41,15-01-2023,5,Books
Kerala,9208.93,1650.51,26-04-2023,112,Books
Rajasthan,6144,338.77,29-04-2023,45,Electronics
Gujarat,6054.73,1784.55,05-06-2023,143,Clothing
Gujarat,5733.97,972.96,23-07-2023,31,Books
Haryana,7016.14,947.41,25-10-2023,143,Clothing
Kerala,4222.7,610.42,15-10-2023,143,Books
Karnataka,7620.23,650.13,03-06-2023,109,Books
Kerala,5444.41,485.4,16-10-2023,24,Clothing
Punjab,7921,176.66,17-12-2023,94,Books
Gujarat,1382.64,971.92,28-01-2023,49,Electronics
Gujarat,8378.61,129.63,08-08-2023,110,Furniture
Maharashtra,956.06,1622.87,08-01-2023,13,Furniture
Karnataka,3819.48,1791.07,28-11-2023,2,Furniture
Gujarat,5068.75,1704.16,27-12-2023,89,Clothing
Gujarat,7112.48,770.89,11-12-2023,41,Books
Maharashtra,9167.95,1060.29,09-12-2023,120,Books
Rajasthan,5895.75,646.85,26-02-2023,113,Electronics
Rajasthan,6287.88,758.43,21-01-2023,142,Furniture
Rajasthan,6448.16,688.98,07-09-2023,102,Electronics
Rajasthan,3287.75,1682.91,13-05-2023,94,Electronics
Maharashtra,2271.78,1167.72,18-07-2023,31,Clothing
Rajasthan,7790.21,135.75,28-04-2023,27,Furniture
Punjab,6412.95,627.34,17-06-2023,137,Clothing
Rajasthan,8111.19,869.99,17-02-2023,56,Books
Punjab,4200.68,1755.47,03-04-2023,111,Furniture
Gujarat,6914.56,1099.2,04-12-2023,28,Clothing
Kerala,9214.56,1274.05,11-01-2023,83,Furniture
Haryana,5220.12,295.22,29-06-2023,50,Furniture
Gujarat,8614.19,1192.18,11-05-2023,31,Furniture
Karnataka,9975.22,922.29,04-01-2023,26,Clothing
Haryana,4607.6,158.71,09-05-2023,44,Clothing
Maharashtra,6001.94,1603.57,26-12-2023,112,Books
Gujarat,1936.59,968.17,29-11-2023,133,Books
Punjab,8474.93,1861.6,25-09-2023,120,Clothing
Punjab,7468.25,1536.8,20-06-2023,57,Furniture
Haryana,8252.85,535.8,24-04-2023,36,Books
Gujarat,9037.64,482.87,12-02-2023,26,Clothing
Punjab,2949.01,1189.99,25-06-2023,79,Electronics
Gujarat,3275.79,103.07,23-07-2023,51,Electronics
Punjab,7124.64,1137.37,28-06-2023,107,Books
Maharashtra,9398.24,668.04,01-06-2023,1,Furniture
Kerala,8451.2,760.86,28-05-2023,3,Books
Punjab,5376.61,1863.44,03-04-2023,8,Clothing
Kerala,8944.23,1921.78,23-05-2023,103,Books
Kerala,1563.66,832.85,14-05-2023,149,Books
Kerala,2544.99,1813.29,19-11-2023,10,Electronics
Kerala,4401.26,223.04,29-07-2023,149,Furniture
Gujarat,2765.6,1823.71,16-01-2023,75,Clothing
Haryana,7464.31,902.56,06-05-2023,127,Electronics
Gujarat,9198.52,399,14-03-2023,22,Books
Gujarat,4840.09,1630.66,22-02-2023,69,Books
Gujarat,9437.72,1148.07,17-08-2023,4,Furniture
Gujarat,4965.63,716.09,23-06-2023,67,Books
Haryana,9883.75,1039.94,05-06-2023,87,Furniture
Rajasthan,5503.56,203.42,20-04-2023,97,Electronics
Punjab,2431.62,350.58,28-09-2023,61,Furniture
Haryana,4654.22,791.17,30-06-2023,13,Furniture
Punjab,2931.3,203.83,02-04-2023,39,Clothing
Punjab,1446.83,296.2,30-06-2023,78,Clothing
Punjab,6820.82,195.09,26-05-2023,3,Clothing
Haryana,1087.33,806.44,01-04-2023,26,Clothing
Karnataka,8368.84,959.95,26-02-2023,118,Books
Punjab,4514.11,408.31,08-09-2023,47,Books
Gujarat,4849.34,1702.32,17-03-2023,26,Furniture
Kerala,9543.26,1244.7,17-01-2023,9,Books
Punjab,7682.04,57.5,29-05-2023,82,Books
Rajasthan,2931.95,900.88,16-09-2023,128,Books
Haryana,3791.32,845.79,23-07-2023,73,Electronics
Punjab,8704.74,292.61,26-01-2023,65,Electronics
Karnataka,7827.16,420.07,21-04-2023,148,Clothing
Maharashtra,1446.7,938.16,15-03-2023,63,Clothing
Kerala,2206.28,94.36,25-12-2023,40,Books
Kerala,5946.56,1547.78,05-12-2023,58,Books
Maharashtra,8052.33,254.37,09-07-2023,52,Electronics
Kerala,7549.71,1123.66,16-09-2023,1,Clothing
Karnataka,1719.18,946.97,23-02-2023,144,Clothing
Rajasthan,3369.8,698.66,25-06-2023,64,Clothing
Haryana,602.24,1334.27,17-03-2023,81,Electronics
Maharashtra,2997.7,960.77,26-11-2023,95,Books
Rajasthan,7926.83,1066.2,08-11-2023,89,Furniture
Haryana,6494.56,861.11,30-10-2023,99,Furniture
Karnataka,4458.9,223.2,10-03-2023,68,Furniture
Gujarat,553.15,115.76,11-04-2023,62,Clothing
Gujarat,9484.66,641.51,17-06-2023,121,Clothing
Gujarat,1733.02,1581.92,24-12-2023,68,Clothing
Punjab,9707.38,89.45,14-07-2023,101,Clothing
Punjab,7926.95,1687.86,27-12-2023,33,Books
Punjab,6045.64,573.19,07-08-2023,149,Furniture
Haryana,8388.53,80.86,29-08-2023,66,Electronics
Kerala,8408.39,620.18,09-05-2023,3,Electronics
Gujarat,6326.16,1502.57,12-10-2023,111,Books
Karnataka,2363.03,1591.02,24-03-2023,130,Clothing
Karnataka,9338.41,1003.56,15-06-2023,125,Electronics
Karnataka,6029.58,1199.75,02-09-2023,78,Furniture
Karnataka,9185.13,1024.16,14-02-2023,33,Books
Rajasthan,7875.49,1629.96,28-07-2023,7,Electronics
Maharashtra,2763.51,1226.66,01-02-2023,6,Furniture
Karnataka,1028.77,68.05,22-08-2023,106,Books
Karnataka,5190.37,669.05,19-12-2023,106,Clothing
Gujarat,7792.49,1163.72,28-10-2023,75,Clothing
Maharashtra,4089.13,506.93,26-02-2023,147,Clothing
Karnataka,4461.63,668.8,20-12-2023,120,Clothing
Kerala,2609.09,235.52,22-04-2023,117,Books
Kerala,9794.91,1389.98,26-10-2023,123,Electronics
Punjab,2377.83,1271.7,28-11-2023,76,Clothing
Kerala,2985.29,1002.54,10-10-2023,50,Books
Rajasthan,8520.07,713.99,10-01-2023,26,Books
Kerala,6049.99,54.03,24-09-2023,15,Furniture
Haryana,5306.92,917.3,10-06-2023,6,Books
Kerala,932.21,1122.87,19-06-2023,45,Furniture
Punjab,8500.99,1177.72,22-11-2023,20,Clothing
Punjab,7918.55,1811.51,20-04-2023,47,Electronics
Rajasthan,3549.58,1327.47,20-03-2023,33,Books
Gujarat,5759.99,1110.98,15-10-2023,106,Furniture
Karnataka,9443.77,1399.44,21-11-2023,66,Books
Maharashtra,1200.16,67.62,29-08-2023,70,Clothing
Punjab,8214.23,284.63,10-05-2023,59,Furniture
Rajasthan,3450.04,1280.11,15-09-2023,141,Furniture
Haryana,6027.29,1188.1,07-02-2023,55,Electronics
Kerala,1955.18,1280.8,11-07-2023,66,Furniture
Rajasthan,5039.11,1995.2,03-06-2023,80,Electronics
Maharashtra,6127.45,1885.65,13-07-2023,22,Clothing
Gujarat,5790.96,963.5,28-01-2023,80,Books
Punjab,4597.47,1735.6,11-01-2023,147,Furniture
Karnataka,7737.39,1579.33,27-02-2023,14,Electronics
Punjab,8269.91,1125.49,26-12-2023,125,Clothing
Gujarat,5330.73,469.7,29-12-2023,78,Clothing
Rajasthan,5488.92,890.69,07-05-2023,127,Electronics
Karnataka,7129.9,1399.62,05-08-2023,73,Clothing
Maharashtra,8073.97,1380.09,19-11-2023,130,Clothing
Rajasthan,2517.31,1662.91,28-02-2023,62,Clothing
Rajasthan,9530.63,780.2,17-09-2023,74,Books
Gujarat,952.12,1599.99,23-03-2023,135,Books
Rajasthan,8104.52,1734.97,12-01-2023,116,Furniture
Kerala,9643.43,1910.9,18-09-2023,85,Furniture
Gujarat,6898.47,1913.82,07-11-2023,111,Electronics
Punjab,6797.42,739.97,31-03-2023,130,Electronics
Maharashtra,3016.07,796.75,19-05-2023,74,Clothing
Maharashtra,6441.69,383.53,06-06-2023,140,Books
Karnataka,7170.73,170.55,15-07-2023,88,Furniture
Punjab,8416.51,621.39,20-05-2023,35,Electronics
Gujarat,8979.29,1277.99,19-10-2023,72,Electronics
Kerala,9290,700.9,11-01-2023,79,Electronics
Kerala,5243.11,1995.65,07-11-2023,84,Books
Punjab,3177.62,549.39,23-03-2023,116,Clothing
Rajasthan,9289.08,1496.7,27-06-2023,25,Clothing
Maharashtra,9419.13,775.2,07-03-2023,40,Electronics
Haryana,3459.01,835.6,24-09-2023,74,Electronics
Gujarat,4075.81,243.41,22-03-2023,93,Electronics
Karnataka,795.51,785.74,06-07-2023,72,Electronics
Karnataka,7353.35,1321.08,04-03-2023,106,Books
Maharashtra,6462.59,547.27,13-01-2023,149,Electronics
Kerala,9098.87,174.49,29-04-2023,131,Furniture
Rajasthan,4757.96,1937.54,20-10-2023,50,Furniture
Haryana,4900.95,880.22,21-03-2023,103,Books
Punjab,6256.2,1890.73,02-01-2023,15,Books
Punjab,1023.96,1361.22,14-12-2023,133,Books
Rajasthan,2364,86.83,24-10-2023,117,Furniture
Haryana,2342.9,1708.22,04-08-2023,141,Books
Gujarat,2139.68,1762.43,11-10-2023,3,Electronics
Rajasthan,1984.79,161.11,02-07-2023,34,Clothing
Karnataka,6698.79,1632.85,30-11-2023,37,Electronics
Gujarat,1214.82,677.34,05-11-2023,56,Books
Kerala,8575.73,1940.55,01-03-2023,31,Clothing
Maharashtra,9713.39,131.64,29-03-2023,70,Books
Maharashtra,8487.42,60.96,13-01-2023,128,Electronics
Punjab,2471.54,1688.84,14-01-2023,3,Furniture
Kerala,8579.69,1218.12,04-08-2023,47,Electronics
Gujarat,7365.41,635.58,04-01-2023,109,Furniture
Haryana,3677.19,394.19,19-04-2023,7,Books
Haryana,803.31,1745.4,10-05-2023,48,Electronics
Punjab,7069.56,132.84,21-04-2023,36,Electronics
Gujarat,1392.44,1325.38,17-08-2023,38,Clothing
Rajasthan,2557.27,1878.34,16-08-2023,83,Clothing
Karnataka,3945.14,1178.25,18-08-2023,45,Electronics
Rajasthan,7375.87,1615.25,15-02-2023,21,Furniture
Haryana,697.03,1056.77,13-05-2023,106,Books
Karnataka,5456.66,1963.69,27-01-2023,126,Books
Maharashtra,3925.11,1348.24,02-11-2023,122,Clothing
Gujarat,7565.76,1081.44,14-12-2023,32,Clothing
Punjab,5371.37,1286.92,29-09-2023,32,Books
Kerala,5347.59,1743.07,29-03-2023,105,Furniture
Rajasthan,7908.82,1491.5,06-10-2023,104,Furniture
Kerala,1120.59,1088.15,04-09-2023,13,Clothing
Gujarat,7133.53,1904.81,23-02-2023,41,Furniture
Maharashtra,8253.97,1386,14-10-2023,93,Electronics
Gujarat,583.34,953.82,16-06-2023,69,Clothing
Maharashtra,3881.37,1780.77,12-05-2023,57,Electronics
Kerala,7136.97,288.65,28-01-2023,105,Furniture
Gujarat,7789.16,707.42,27-08-2023,140,Clothing
Gujarat,1624.06,721.76,06-02-2023,45,Books
Gujarat,8429.49,746.99,14-02-2023,44,Books
Haryana,530.21,1851.7,17-05-2023,146,Furniture
Gujarat,7422.02,1273.57,10-11-2023,36,Clothing
Punjab,3163.06,882.15,04-09-2023,55,Clothing
Gujarat,9129.78,1258.8,17-08-2023,69,Furniture
Haryana,1276.67,608.26,27-10-2023,100,Furniture
Rajasthan,9526.13,116.86,05-07-2023,64,Clothing
Kerala,2100.47,485.39,19-11-2023,59,Electronics
Gujarat,6553.45,1631.58,29-09-2023,53,Electronics
Rajasthan,5183.95,633.63,17-08-2023,22,Furniture
Rajasthan,1144.19,922.83,10-04-2023,113,Electronics
Punjab,7850.12,1386.82,24-05-2023,28,Clothing
Rajasthan,2821.59,731.9,30-05-2023,73,Books
Gujarat,1961.15,1648.89,14-01-2023,108,Electronics
Gujarat,8538.36,580.78,30-07-2023,13,Electronics
Haryana,5766.99,1166.4,20-05-2023,92,Books
Punjab,5089.89,673.07,27-04-2023,114,Furniture
Haryana,4436.29,1617.48,07-04-2023,126,Books
Maharashtra,2385.7,1514.08,21-10-2023,27,Electronics
Haryana,7189.38,1274.86,18-10-2023,147,Electronics
Kerala,5545.83,343.84,19-10-2023,105,Furniture
Kerala,4777.47,516.17,18-03-2023,83,Books
Punjab,9043.98,635.31,23-11-2023,112,Electronics
Gujarat,4263.65,617.76,31-10-2023,102,Furniture
Karnataka,7516.14,1065.23,25-05-2023,5,Furniture
Gujarat,2627.65,1078.8,05-09-2023,30,Electronics
Haryana,9315.36,1090.42,13-05-2023,123,Electronics
Rajasthan,9197.83,511.2,29-09-2023,129,Electronics
Karnataka,3672.67,1166.74,14-05-2023,145,Electronics
Maharashtra,3802.24,1751.68,30-04-2023,50,Furniture
Karnataka,8150.27,1749.37,02-08-2023,101,Books
Karnataka,4103.2,1914.19,05-09-2023,135,Furniture
Maharashtra,3519.75,849.77,02-07-2023,119,Electronics
Gujarat,8028.54,1681.72,24-05-2023,122,Furniture
Karnataka,7251.83,1804.28,12-01-2023,7,Furniture
Rajasthan,9698.01,588.59,10-07-2023,146,Clothing
Rajasthan,2565.51,1689.7,17-05-2023,62,Electronics
Maharashtra,5375.03,271.27,26-02-2023,117,Clothing
Karnataka,2684.83,1617.56,18-03-2023,24,Clothing
Kerala,9921.73,1635.66,21-03-2023,90,Clothing
Gujarat,5714.78,1907.13,20-12-2023,138,Books
Haryana,4178.79,1340.97,10-10-2023,123,Books
Maharashtra,8956.4,1865.21,17-09-2023,26,Furniture
Haryana,3038.87,244.6,02-03-2023,133,Books
Rajasthan,7863.98,1460.02,21-01-2023,57,Electronics
Punjab,4233.73,758.16,16-08-2023,144,Books
Gujarat,3463.43,434.37,14-01-2023,147,Books
Punjab,7708.04,1742.29,14-06-2023,93,Furniture
Kerala,8502.67,1339.31,24-07-2023,46,Electronics
Karnataka,8548.49,766.89,20-09-2023,123,Clothing
Karnataka,589.81,1914.35,06-06-2023,136,Furniture
Maharashtra,9047.34,1640.03,05-11-2023,36,Books
Haryana,6098.04,372.96,15-07-2023,20,Clothing
Punjab,3009.32,1130.23,19-06-2023,109,Electronics
Rajasthan,6634.76,1166.59,11-05-2023,28,Furniture
Rajasthan,7771.57,1956.62,12-12-2023,32,Electronics
Karnataka,5146.03,614.68,13-03-2023,2,Clothing
Punjab,7575.03,278.26,15-08-2023,61,Clothing
Karnataka,6073.09,1144.6,18-05-2023,96,Electronics
Punjab,1718.96,1668.95,02-03-2023,35,Electronics
Kerala,5706.16,1886.27,15-02-2023,73,Books
Haryana,3558.87,1370.87,02-12-2023,107,Books
Kerala,7301.85,937.88,04-06-2023,103,Furniture
Maharashtra,4588.49,590.76,18-08-2023,112,Books
Gujarat,4073.72,415.14,18-06-2023,54,Clothing
Rajasthan,2785.43,1850.39,02-05-2023,87,Clothing
Karnataka,785.76,587.08,25-08-2023,59,Books
Gujarat,6508.03,961.2,07-06-2023,58,Furniture
Rajasthan,6844.34,298.68,02-05-2023,45,Books
Karnataka,3936.39,1806.45,31-08-2023,65,Furniture
Gujarat,2296,1712.92,27-04-2023,24,Furniture
Kerala,4178.29,1856.78,01-04-2023,44,Electronics
Kerala,2472.67,1313.5,05-07-2023,129,Furniture
Kerala,6908.46,1064.77,19-11-2023,141,Furniture
Rajasthan,9678.54,1741.19,10-09-2023,121,Electronics
Gujarat,9699.67,1697.46,23-05-2023,42,Books
Karnataka,2387.99,848.88,18-10-2023,150,Furniture
Maharashtra,3876.39,84.09,03-10-2023,40,Electronics
Gujarat,3227.87,1300.14,08-10-2023,6,Clothing
Punjab,5924.53,826.58,17-03-2023,133,Books
Kerala,1970.27,1442.32,10-08-2023,141,Electronics
Kerala,8799.31,1530.34,05-07-2023,131,Books
Haryana,8417.63,920.16,06-06-2023,63,Electronics
Gujarat,633.45,1203.76,16-04-2023,75,Electronics
Haryana,8422.47,994.23,03-08-2023,75,Clothing
Rajasthan,8605.66,1413.13,17-12-2023,99,Electronics
Punjab,6563.38,1047.54,19-11-2023,133,Clothing
Kerala,4684.06,1121.33,29-03-2023,150,Books
Gujarat,9331.37,1317.59,17-04-2023,68,Books
Punjab,1461.09,1711.03,06-06-2023,13,Furniture
Maharashtra,4543.21,1479.97,14-02-2023,54,Books
Karnataka,4985.05,928.75,19-03-2023,101,Clothing
Punjab,2180.82,1783.52,25-05-2023,90,Electronics
Gujarat,2801.78,1823.4,21-01-2023,70,Furniture
Rajasthan,5693.75,1734.97,01-06-2023,41,Electronics
Maharashtra,7230.47,792.84,05-07-2023,97,Electronics
Maharashtra,6846.15,1747.22,16-01-2023,91,Furniture
Gujarat,7802.06,1536.76,29-05-2023,111,Electronics
Maharashtra,2717.93,101.25,18-03-2023,48,Electronics
Karnataka,3402.26,957.48,27-09-2023,82,Furniture
Karnataka,4371.08,1868.33,30-09-2023,124,Furniture
Haryana,9709.77,1912.08,09-09-2023,93,Clothing
Rajasthan,3553.86,1677.22,22-08-2023,42,Furniture
Punjab,6452.69,1651.46,10-02-2023,88,Furniture
Maharashtra,1382.34,1655.93,23-11-2023,69,Electronics
Maharashtra,1825.3,811.42,20-01-2023,9,Electronics
Haryana,703.22,1140.76,12-10-2023,114,Electronics
Gujarat,7033.98,186.91,04-05-2023,60,Electronics
Gujarat,6487.44,1227.16,22-09-2023,6,Electronics
Karnataka,8644.36,1146.14,22-07-2023,16,Books
Gujarat,1328.32,1403.47,21-07-2023,53,Clothing
Haryana,4219.44,1190.58,24-01-2023,133,Clothing
Karnataka,1503.75,1709.77,18-06-2023,87,Clothing
Punjab,8734.75,1296.02,22-07-2023,1,Clothing
Gujarat,3243.96,94.47,25-05-2023,133,Clothing
Karnataka,3513.74,1153.46,06-08-2023,10,Furniture
Haryana,9422.96,1316.34,25-04-2023,122,Clothing
Karnataka,3230.2,129.68,09-12-2023,105,Clothing
Maharashtra,3033.1,782.54,02-12-2023,138,Books
Rajasthan,9425.35,1740.75,28-01-2023,57,Books
Punjab,6277.29,1196.01,08-04-2023,133,Furniture
Maharashtra,1504.44,1110.48,03-08-2023,57,Electronics
Rajasthan,3356.05,971.98,21-05-2023,5,Books
Punjab,2031.32,949.48,03-01-2023,94,Furniture
Punjab,3611.66,711.15,29-09-2023,146,Electronics
Rajasthan,3426.76,1333.67,19-02-2023,83,Books
Punjab,7189.01,909.13,30-11-2023,132,Furniture
Maharashtra,9654.21,1046.73,08-09-2023,47,Clothing
Punjab,4590.66,1021.92,03-12-2023,29,Clothing
Punjab,1589.34,1540.28,24-02-2023,52,Electronics
Maharashtra,8904.05,1394.96,09-09-2023,22,Books
Rajasthan,9165.36,749.79,02-02-2023,55,Books
Maharashtra,3813.81,1843.28,20-10-2023,20,Clothing
Maharashtra,5845.6,1409.46,12-05-2023,26,Electronics
Gujarat,5673.5,1029.02,19-04-2023,138,Electronics
Maharashtra,8081.05,1017.52,14-08-2023,130,Furniture
Karnataka,7655.08,1591.48,01-12-2023,66,Clothing
Gujarat,8491.99,699.57,01-06-2023,27,Furniture
Maharashtra,5840.36,1770.8,15-01-2023,127,Books
Karnataka,2409.35,713.13,11-06-2023,55,Books
Maharashtra,754.93,1395.88,08-10-2023,67,Books
Kerala,1450.42,494,07-05-2023,79,Electronics
Karnataka,1147.75,794.11,28-09-2023,134,Clothing
Punjab,7127.52,653.81,21-05-2023,101,Clothing
Gujarat,9949.63,1701.53,07-05-2023,90,Furniture
Haryana,1600.27,575.86,06-12-2023,150,Books
Rajasthan,6698.67,311.05,21-07-2023,145,Furniture
Haryana,8662.14,994.07,11-01-2023,128,Clothing
Maharashtra,5701.21,390.04,23-09-2023,52,Electronics
Kerala,9302.13,1084.33,16-08-2023,71,Clothing
Kerala,6717.14,1994.8,11-04-2023,4,Clothing
Kerala,5135.33,799.89,10-09-2023,71,Furniture
Maharashtra,3216.15,1210.45,15-08-2023,24,Electronics
Punjab,568.59,450.51,19-07-2023,80,Books
Haryana,9785.32,505.55,10-10-2023,46,Clothing
Karnataka,3390.97,801.45,31-10-2023,134,Clothing
Kerala,4718,288.7,27-03-2023,18,Furniture
Punjab,3237.28,1218,26-09-2023,1,Electronics
Kerala,3739.85,1291.1,02-12-2023,139,Books
Gujarat,2783.24,1510.41,19-11-2023,125,Clothing
Kerala,5690.01,803.32,23-11-2023,113,Clothing
Gujarat,6959.71,1852.49,06-01-2023,34,Books
Maharashtra,4757.12,622.72,21-01-2023,79,Furniture
Karnataka,953.38,1600.75,26-08-2023,23,Furniture
Kerala,7401.8,806.11,09-01-2023,16,Electronics
Gujarat,2215.02,1156.06,24-11-2023,58,Clothing
Karnataka,1996.49,601.01,02-07-2023,39,Books
Gujarat,1780.17,245.74,01-12-2023,101,Books
Rajasthan,8985.97,754.89,19-06-2023,110,Books
Maharashtra,2049.83,1423.44,17-04-2023,108,Electronics
Maharashtra,6498.44,1682.58,08-02-2023,17,Electronics
Maharashtra,9047.06,1334.45,01-04-2023,31,Furniture
Rajasthan,9818.2,1827.42,06-05-2023,13,Clothing
Kerala,5673.13,1218.63,04-08-2023,112,Books
Kerala,7798.31,1006,15-05-2023,142,Books
Rajasthan,6511.36,1898.67,17-10-2023,87,Furniture
Kerala,5671.16,235.55,01-10-2023,144,Books
Rajasthan,5253.38,199.06,03-04-2023,40,Electronics
Rajasthan,7579.79,300.03,06-06-2023,127,Furniture
Kerala,3379.03,624.4,27-09-2023,13,Books
Punjab,7018.46,1126.65,23-04-2023,10,Electronics
Rajasthan,3544.8,1095.97,18-11-2023,136,Clothing
Haryana,6312.39,1596.22,22-03-2023,138,Electronics
Rajasthan,7112.26,332.11,29-10-2023,150,Books
Punjab,1686.55,1187.34,15-07-2023,75,Books
Gujarat,2186.26,1415.18,21-05-2023,58,Books
Haryana,8977.94,533.43,24-02-2023,59,Books
Haryana,7868.17,130.37,02-12-2023,21,Books
Maharashtra,8199.22,962.13,22-06-2023,149,Furniture
Gujarat,7423.17,1197.04,11-05-2023,105,Clothing
Gujarat,6525.51,313.47,03-09-2023,106,Electronics
Karnataka,8072.32,740,24-09-2023,20,Clothing
Punjab,9327.1,180.15,09-08-2023,141,Clothing
Haryana,3279.47,1128.88,23-10-2023,13,Furniture
Punjab,3928.33,887.82,28-05-2023,146,Furniture
Kerala,5366.92,1235.61,09-05-2023,95,Electronics
Rajasthan,2469.6,131.9,10-11-2023,46,Clothing
Punjab,2757.26,1736.57,04-03-2023,119,Books
Maharashtra,6807.19,1397.98,29-08-2023,119,Books
Punjab,9733.76,224.01,05-07-2023,76,Furniture
Rajasthan,3126.03,1955.89,20-09-2023,36,Books
Punjab,5767.28,119.11,02-08-2023,84,Electronics
Karnataka,2372.53,863.04,04-10-2023,17,Electronics
Maharashtra,4288.71,793.25,27-06-2023,43,Furniture
Karnataka,8052.27,1355.42,15-09-2023,67,Clothing
Karnataka,8162.76,1891.35,17-05-2023,49,Electronics
Haryana,7052.78,293.8,10-10-2023,115,Electronics
Kerala,2577.05,333.69,20-06-2023,91,Electronics
Rajasthan,5601.08,1808.93,09-04-2023,77,Electronics
Gujarat,1454.22,795.82,10-08-2023,42,Furniture
Gujarat,2326.76,724.08,14-03-2023,116,Electronics
Karnataka,9551.46,1193.29,23-07-2023,50,Electronics
Rajasthan,6879.7,1495.6,03-04-2023,89,Books
Rajasthan,8040.6,754.82,22-10-2023,76,Electronics
Gujarat,5763.01,1979.51,15-03-2023,34,Clothing
Kerala,1261.6,1896.73,16-06-2023,112,Clothing
Punjab,4468.32,744.97,21-08-2023,34,Clothing
Karnataka,8919.44,1175.18,27-04-2023,72,Electronics
Punjab,7444.28,496,14-12-2023,10,Clothing
Maharashtra,5270.03,1456.79,10-05-2023,132,Clothing
Maharashtra,4296.7,128.93,02-12-2023,27,Furniture
Rajasthan,5956.49,777.21,21-07-2023,81,Clothing
Kerala,6307.62,258.82,09-04-2023,21,Electronics
Gujarat,3076.08,697.26,01-12-2023,48,Clothing
Kerala,3336.91,1361.68,12-05-2023,57,Furniture
Haryana,2571.37,841.71,13-01-2023,149,Clothing
Punjab,1126.03,860.58,17-05-2023,98,Furniture
Punjab,1283.64,1395.31,11-11-2023,81,Electronics
Punjab,1540.02,1918.13,14-04-2023,5,Electronics
Punjab,5009.79,676.27,25-04-2023,64,Electronics
Kerala,8592.73,120.25,02-12-2023,17,Books
Gujarat,9803.44,1878.47,08-04-2023,70,Electronics
Karnataka,3146.52,1388.83,09-03-2023,42,Clothing
Punjab,1587.67,1524.59,13-06-2023,12,Clothing
Kerala,3603.68,1110.77,12-01-2023,12,Electronics
Kerala,4515.34,860.88,18-07-2023,141,Books
Kerala,3933.58,1548.74,27-02-2023,126,Books
Karnataka,1327.72,1128.22,07-05-2023,12,Clothing
Rajasthan,4607.08,639.39,05-07-2023,40,Clothing
Karnataka,7137.3,114.84,13-01-2023,89,Clothing
Haryana,8153.82,1621.27,15-08-2023,29,Electronics
Rajasthan,2099.15,1950.03,05-08-2023,120,Books
Gujarat,9246.79,50.48,06-09-2023,53,Books
Kerala,8420.16,1577.84,04-05-2023,80,Electronics
Rajasthan,6291.13,773.39,05-07-2023,130,Books
Gujarat,7390.8,1628.75,11-07-2023,48,Electronics
Punjab,5023.14,1142.34,06-12-2023,110,Furniture
Gujarat,8872.75,1216.43,08-05-2023,86,Electronics
Rajasthan,2801.2,1832.46,27-07-2023,18,Clothing
Kerala,2334.8,1563.25,03-02-2023,54,Electronics
Haryana,7704.02,1660.16,18-05-2023,12,Books
Rajasthan,879.62,193.92,12-12-2023,52,Clothing
Maharashtra,4118.3,1116.91,29-04-2023,60,Clothing
Gujarat,1498.61,1628.78,15-08-2023,8,Books
Karnataka,5691.96,806.97,10-02-2023,94,Electronics
Maharashtra,8422.27,1089.86,25-01-2023,84,Furniture
Maharashtra,2749.78,1536.6,01-04-2023,70,Clothing
Kerala,976.52,474.47,29-12-2023,20,Books
Karnataka,3224.65,370.4,05-07-2023,51,Clothing
